+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
|  q\P     |  0.90    |  0.91    |  0.92    |  0.93    |  0.94    |  0.95    |  0.96    |  0.97    |  0.98    |  0.99    |
+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
| 0.005000 | 0.886873 | 0.886873 | 0.886873 | 0.886873 | 0.886879 | 0.886874 | 0.886875 | 0.886874 | 0.886873 | 0.886873 |
| 0.010000 | 0.886874 | 0.886876 | 0.886873 | 0.886873 | 0.886880 | 0.886873 | 0.886873 | 0.886877 | 0.886876 | 0.886873 |
| 0.015000 | 0.886913 | 0.886873 | 0.886897 | 0.886873 | 0.886873 | 0.886873 | 0.886874 | 0.886875 | 0.886879 | 0.886876 |
| 0.020000 | 0.886876 | 0.886875 | 0.886873 | 0.886907 | 0.886873 | 0.886903 | 0.886876 | 0.886886 | 0.886873 | 0.886873 |
| 0.025000 | 0.886878 | 0.886975 | 0.886903 | 0.886910 | 0.886890 | 0.886879 | 0.886874 | 0.886889 | 0.886874 | 0.886875 |
| 0.030000 | 0.886937 | 0.886895 | 0.886900 | 0.886894 | 0.886902 | 0.886939 | 0.886889 | 0.886874 | 0.886882 | 0.886882 |
| 0.035000 | 0.886874 | 0.886884 | 0.886942 | 0.886879 | 0.886945 | 0.886911 | 0.886911 | 0.886877 | 0.886948 | 0.886877 |
| 0.040000 | 0.886877 | 0.886948 | 0.887093 | 0.886874 | 0.886963 | 0.886886 | 0.886879 | 0.886873 | 0.886874 | 0.886876 |
| 0.045000 | 0.887113 | 0.886994 | 0.886873 | 0.886898 | 0.887241 | 0.886873 | 0.887014 | 0.886873 | 0.886877 | 0.886878 |
| 0.050000 | 0.886928 | 0.886906 | 0.887029 | 0.886919 | 0.886884 | 0.886876 | 0.886922 | 0.887018 | 0.886882 | 0.886895 |
| 0.055000 | 0.886896 | 0.886876 | 0.886890 | 0.886970 | 0.886874 | 0.886878 | 0.886883 | 0.886873 | 0.886944 | 0.886882 |
| 0.060000 | 0.887075 | 0.886935 | 0.886875 | 0.886876 | 0.886873 | 0.886879 | 0.886879 | 0.886873 | 0.886909 | 0.886874 |
| 0.065000 | 0.887291 | 0.886873 | 0.886875 | 0.886883 | 0.887037 | 0.886887 | 0.886875 | 0.886917 | 0.886873 | 0.886904 |
| 0.070000 | 0.886888 | 0.886928 | 0.886873 | 0.886908 | 0.886895 | 0.886904 | 0.886874 | 0.886942 | 0.886957 | 0.886938 |
| 0.075000 | 0.886874 | 0.887057 | 0.886936 | 0.886884 | 0.887254 | 0.886898 | 0.886881 | 0.886889 | 0.886877 | 0.886884 |
| 0.080000 | 0.886917 | 0.888180 | 0.886875 | 0.887230 | 0.887640 | 0.886934 | 0.887037 | 0.886921 | 0.886874 | 0.886884 |
| 0.085000 | 0.886950 | 0.886900 | 0.887000 | 0.886904 | 0.886895 | 0.886950 | 0.886879 | 0.887090 | 0.886890 | 0.886880 |
| 0.090000 | 0.886980 | 0.887513 | 0.886991 | 0.886993 | 0.886873 | 0.886946 | 0.886888 | 0.886882 | 0.886927 | 0.886873 |
| 0.095000 | 0.888024 | 0.886904 | 0.890012 | 0.886881 | 0.887186 | 0.886877 | 0.886900 | 0.886907 | 0.886899 | 0.886913 |
+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+----------+
